what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1456190380120
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1456190380121
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1456190380123
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1456190380125
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1456190380126
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1456190380130
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1456190380133
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1456190380139
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1456190380142
os,sysinfo,,,"win32",1456190380151
arch,sysinfo,,,"x86_64",1456190380151
ws,sysinfo,,,"win32",1456190380151
locale,sysinfo,,,"en_US",1456190380151
processors,sysinfo,,,"4",1456190380151
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1456190380151
java.runtime.version,sysinfo,,,"1.7.0_79-b15",1456190380151
java.specification.name,sysinfo,,,"Java Platform API Specification",1456190380151
java.specification.vendor,sysinfo,,,"Oracle Corporation",1456190380151
java.specification.version,sysinfo,,,"1.7",1456190380151
java.vendor,sysinfo,,,"Oracle Corporation",1456190380151
java.version,sysinfo,,,"1.7.0_79",1456190380151
java.vm.info,sysinfo,,,"mixed mode",1456190380151
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1456190380151
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1456190380151
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1456190380151
java.vm.specification.version,sysinfo,,,"1.7",1456190380151
java.vm.vendor,sysinfo,,,"Oracle Corporation",1456190380151
java.vm.version,sysinfo,,,"24.79-b02",1456190380151
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1456190380943
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1456190383587
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1456190383649
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456190386515
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1456190394736
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1456190394743
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1456190396862
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1456190396934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190421049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190467033
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1456190470163
started,bundle,org.testng.eclipse,6.9.10.201512240000,"org.testng.eclipse",1456190470202
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1456190470282
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1456190470339
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1456190470456
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1456190470640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190474609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190505910
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456190507452
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456190507866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190511761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190600596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190603424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190673726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190674687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190952153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190955033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456190957207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456191106555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456191515017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456191612537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456191613032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456191613164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456191645485
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456191645895
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1456191646580
